xs1,ys1,xg1,yg1,distance,replanning count,time
17,16,3,1,31,20,3.7528347969055176
15,13,12,11,7,7,0.8100481033325195
4,0,3,23,34,26,5.7513532638549805
11,0,27,24,44,38,5.250952959060669
29,17,15,31,28,24,3.362949848175049
30,7,24,9,8,8,0.9336891174316406
21,16,2,10,29,23,3.5151329040527344
17,31,1,5,46,37,5.720602035522461
30,21,19,26,18,16,2.0933520793914795
27,14,26,11,4,4,0.46547508239746094
31,3,15,5,20,19,2.371159791946411
22,12,9,29,40,28,4.9093780517578125
24,3,19,9,11,11,1.2874867916107178
10,12,4,0,18,8,2.117065906524658
2,22,13,4,31,29,3.701303005218506
13,25,26,16,22,21,2.6569480895996094
25,0,18,20,31,30,3.6384668350219727
21,27,16,11,27,24,3.3021390438079834
9,28,7,17,21,21,2.5883259773254395
23,18,18,28,19,15,2.256676197052002
0,26,21,18,29,23,3.4870569705963135
24,3,25,28,32,26,3.77425479888916
24,6,17,4,11,7,1.2672438621520996
31,23,11,5,40,38,4.791571855545044
22,8,19,6,5,5,0.5838038921356201
12,16,9,4,17,15,2.0311973094940186
26,19,24,0,27,18,3.197831153869629
17,11,23,31,32,26,4.549376010894775
20,29,21,6,28,28,3.25598406791687
25,6,23,19,15,14,1.775674819946289
16,23,7,17,15,15,1.8518757820129395
7,11,8,9,3,3,0.34467196464538574
5,26,5,0,32,25,4.289996862411499
17,12,14,7,8,8,0.9293229579925537
0,28,2,15,25,21,3.505842924118042
7,8,12,12,9,9,1.110771894454956
10,30,19,8,33,31,4.282815933227539
12,10,30,15,23,20,2.8490381240844727
31,26,0,3,60,46,7.524538993835449
14,4,4,16,22,17,2.5940041542053223
10,30,23,15,28,26,3.435134172439575
30,10,11,30,43,38,5.246129989624023
3,13,3,20,17,14,3.7703139781951904
29,31,28,1,39,31,4.684365749359131
12,11,0,4,19,10,2.277449131011963
1,28,22,25,30,29,3.590675115585327
1,3,20,15,33,32,3.902604103088379
4,14,19,12,21,19,2.5859200954437256
15,5,12,27,33,32,3.9948740005493164
18,12,7,31,34,24,4.040682077407837
11,15,31,22,33,27,4.013608932495117
1,20,19,3,39,34,4.702605247497559
13,12,6,1,20,12,2.3571150302886963
8,28,29,7,46,42,5.589421033859253
4,14,29,3,42,32,5.20959210395813
24,3,27,5,5,5,0.6221458911895752
12,19,12,21,2,2,0.2535412311553955
0,19,9,10,22,21,2.7675118446350098
3,24,25,23,31,29,3.925137996673584
20,24,17,18,15,15,1.9687061309814453
18,26,16,0,38,29,4.934905767440796
15,26,29,5,39,35,4.987596035003662
11,3,27,4,21,18,2.6232998371124268
3,22,17,2,34,30,4.3006370067596436
9,1,23,30,49,41,6.514230966567993
25,0,15,8,18,18,2.1600849628448486
18,11,14,31,28,21,3.553271770477295
3,20,11,14,14,14,1.7771492004394531
5,1,25,14,33,30,3.9898691177368164
29,7,31,28,39,23,4.5798499584198
3,12,28,4,37,31,4.682785987854004
21,27,18,9,29,26,3.700486898422241
15,14,2,7,20,14,2.451544761657715
2,28,20,8,40,37,5.01594090461731
24,23,22,17,8,8,0.9877467155456543
22,16,29,29,30,15,3.9564599990844727
7,16,29,2,38,31,4.802882194519043
16,11,0,10,19,13,2.2622008323669434
11,16,22,5,22,21,2.6844990253448486
6,6,11,27,30,27,3.870885133743286
11,20,16,7,22,21,2.8876562118530273
28,0,7,25,46,44,6.146600961685181
6,4,10,19,19,18,2.4392921924591064
3,17,2,21,29,14,5.144762992858887
8,21,7,22,2,2,0.23603010177612305
31,25,14,2,44,39,5.603173732757568
13,5,7,2,9,7,1.0843651294708252
11,3,19,18,27,26,3.46347975730896
0,3,1,14,12,12,1.428006887435913
30,25,8,23,28,26,3.409503936767578
6,4,9,3,6,5,0.696854829788208
19,14,10,9,20,20,2.4178130626678467
10,18,2,22,14,12,1.7339348793029785
9,28,0,21,26,22,3.2932772636413574
17,14,5,28,26,21,3.1452178955078125
6,31,6,17,20,19,2.3706390857696533
9,19,29,18,21,21,2.6448886394500732
12,20,7,7,20,18,2.4475319385528564
7,14,2,1,18,9,2.1642839908599854
10,9,4,13,10,9,1.1873531341552734
26,25,20,12,21,19,2.557814121246338
2,9,30,9,34,29,4.158460855484009
22,30,24,31,3,3,0.3731961250305176
16,23,31,2,42,33,5.054159164428711
30,13,14,8,21,21,2.553960084915161
10,23,7,17,9,9,1.106269359588623
22,23,12,6,31,30,3.872023820877075
1,26,20,31,24,21,2.9205970764160156
25,9,21,7,6,6,0.7237467765808105
0,31,5,3,39,32,4.800802230834961
25,14,4,17,28,27,3.6061558723449707
20,25,21,19,7,7,0.8830783367156982
27,13,16,14,14,14,1.7366559505462646
31,1,4,17,45,43,5.65664005279541
28,28,26,20,12,12,1.4087610244750977
1,3,18,7,31,26,3.766052722930908
22,30,14,4,46,41,6.535892963409424
26,24,9,0,43,35,7.471724033355713
6,24,13,3,32,29,4.427954196929932
30,31,7,12,44,40,5.217267990112305
26,19,15,31,23,20,2.6542389392852783
4,10,28,6,34,30,4.0029377937316895
15,0,19,10,14,13,43.78581404685974
5,23,2,31,11,4,2.4630930423736572
4,15,17,8,24,22,4.1572418212890625
9,6,17,2,14,13,1.5267829895019531
2,25,20,4,39,34,28.253614902496338
6,26,2,23,7,7,1.3987510204315186
8,24,2,26,8,3,1.1932082176208496
1,20,9,31,21,15,2.9650051593780518
21,6,14,8,11,11,1.4443869590759277
11,6,27,11,23,21,2.918597936630249
5,7,10,6,6,6,1.015632152557373
9,21,6,31,15,7,2.3859078884124756
17,16,5,20,18,18,2.5126421451568604
14,15,3,30,26,17,3.347048044204712
30,12,24,24,18,18,2.470781087875366
24,23,16,4,35,30,4.718515872955322
20,8,29,5,14,7,1.7277541160583496
26,7,31,26,38,25,5.007062196731567
13,17,22,1,29,20,3.9256057739257812
31,2,6,0,31,28,3.6361982822418213
9,21,19,27,18,16,2.0951719284057617
1,31,14,25,25,24,2.8771722316741943
29,29,18,28,14,11,1.5919160842895508
17,26,18,15,16,15,1.9253768920898438
27,20,11,2,34,29,4.077031135559082
25,20,18,20,17,17,2.0354549884796143
9,16,8,14,3,3,0.3500361442565918
18,5,21,19,19,16,2.2825727462768555
20,16,31,1,26,13,2.9704902172088623
8,18,9,31,22,10,3.3141729831695557
7,8,11,5,7,5,0.8191318511962891
10,16,24,9,23,23,2.754199981689453
8,0,31,29,64,42,7.878985166549683
16,3,0,7,20,14,2.3525969982147217
21,7,11,19,22,22,2.6110410690307617
2,2,10,10,16,14,1.8770942687988281
24,24,13,10,27,26,3.2389450073242188
15,30,13,26,8,8,0.9516761302947998
1,25,22,25,27,26,3.272965908050537
19,5,24,6,6,6,0.6947767734527588
0,7,0,10,3,3,0.34224700927734375
1,12,7,24,22,20,2.579535961151123
5,12,31,6,38,32,4.621792793273926
7,14,20,7,20,19,2.374271869659424
20,31,13,5,37,34,4.4629480838775635
19,9,25,12,9,9,1.0629627704620361
19,6,10,19,22,21,2.5871989727020264
3,13,31,2,45,32,5.571241140365601
25,29,28,31,5,2,0.5629410743713379
22,14,8,23,23,23,2.7576968669891357
25,0,13,21,35,33,4.237035036087036
31,15,21,3,24,21,2.8228447437286377
22,18,9,23,18,18,2.1544158458709717
3,13,10,30,34,19,4.112755060195923
12,19,17,8,18,18,2.159754991531372
18,31,2,31,18,14,2.082458972930908
1,5,20,3,25,23,2.925208806991577
22,7,6,1,26,20,3.092432975769043
24,9,1,5,29,23,3.4570019245147705
29,14,14,0,31,24,3.6566128730773926
1,26,3,30,6,5,0.6969451904296875
3,8,19,23,31,30,3.712311029434204
7,15,6,4,14,12,1.6597509384155273
22,23,9,28,20,18,2.3745760917663574
16,28,31,13,32,29,3.7789969444274902
6,19,12,5,22,21,2.6289122104644775
12,25,0,10,29,25,3.432515859603882
16,12,19,1,14,12,1.6935129165649414
6,17,13,22,12,12,1.42923903465271
2,21,25,10,38,34,4.549098968505859
8,17,22,17,18,16,2.1083669662475586
18,12,25,12,7,7,0.8094840049743652
21,9,11,7,18,15,2.116652011871338
1,1,0,28,42,28,8.766756057739258
23,23,31,17,14,11,1.6027798652648926
7,2,12,26,33,32,3.9999051094055176
6,24,9,10,19,19,2.2554640769958496
30,4,0,25,51,43,6.35437798500061
2,13,17,28,30,28,3.5276618003845215
22,30,13,14,27,24,3.0977141857147217
6,16,12,5,19,18,2.200740098953247
18,7,4,17,24,19,2.764923095703125
19,29,28,21,17,16,1.9282512664794922
12,29,30,17,30,28,3.4302988052368164
26,8,29,5,6,2,0.6463348865509033
24,0,18,10,16,16,1.7769930362701416
26,18,6,0,38,31,4.419321060180664
14,27,7,17,19,19,2.259652853012085
28,26,25,11,22,21,2.687847137451172
15,26,16,30,9,5,1.1291210651397705
15,13,10,10,10,10,1.1732158660888672
28,28,12,15,33,31,3.966176986694336
2,15,30,13,38,31,4.703082084655762
29,22,16,7,28,27,3.357607126235962
5,22,12,28,17,13,2.0439670085906982
30,3,30,15,16,12,1.842038869857788
30,17,30,31,28,16,3.4795830249786377
5,7,24,3,29,25,3.5485599040985107
18,20,28,19,13,13,1.5755722522735596
30,31,15,21,25,22,3.0394492149353027
20,15,31,12,16,12,1.9172818660736084
21,15,6,30,32,25,3.8658108711242676
1,1,0,10,10,8,1.1467437744140625
7,22,11,13,13,12,1.5491280555725098
20,23,20,20,3,3,0.35150885581970215
13,25,21,18,15,14,1.7925920486450195
22,26,5,27,28,21,3.870076894760132
17,8,20,11,6,6,0.7554266452789307
18,13,3,0,30,18,3.6007630825042725
9,3,27,0,23,19,2.6334128379821777
27,9,3,21,38,37,4.628239154815674
8,30,9,3,38,35,4.903002738952637
26,31,9,31,23,20,2.601776123046875
3,30,0,29,4,4,0.46064066886901855
9,0,7,0,2,2,0.23250102996826172
30,12,11,13,26,26,3.1195271015167236
0,11,14,7,26,23,8.35641074180603
17,31,26,5,41,36,4.983563184738159
1,14,5,13,5,4,0.5776751041412354
22,11,16,21,24,22,3.1210849285125732
12,10,5,14,11,10,1.3015377521514893
9,4,12,21,22,21,2.6536481380462646
31,7,6,13,35,34,4.367757081985474
31,6,6,27,46,42,5.6652607917785645
3,15,16,7,27,21,3.166759967803955
5,16,20,27,26,23,3.075406074523926
23,5,19,31,32,31,3.7973382472991943
19,26,24,25,8,7,1.0545620918273926
29,29,20,27,11,8,1.4028520584106445
10,24,11,19,6,6,0.7626440525054932
9,17,27,22,29,27,3.7031970024108887
2,3,4,25,32,27,4.29568886756897
26,26,10,10,36,32,5.0010340213775635
26,4,25,15,14,13,1.7764179706573486
25,0,5,19,43,38,5.6129138469696045
21,6,18,1,8,6,1.0403618812561035
0,15,12,24,23,23,2.917780876159668
7,2,23,4,20,18,2.5930120944976807
0,31,20,27,36,31,5.078848123550415
15,30,25,1,45,36,6.130543231964111
27,22,12,18,21,21,2.5241401195526123
19,16,9,16,10,10,1.2239527702331543
17,31,25,11,32,29,3.949618101119995
11,16,12,22,7,7,0.870506763458252
28,7,24,15,12,12,1.4255869388580322
31,31,21,15,28,26,3.3917689323425293
31,31,1,28,41,27,5.578776836395264
15,30,22,25,14,12,1.7370271682739258
8,24,30,0,46,30,5.781141042709351
19,31,5,27,26,19,3.7500081062316895
23,30,19,10,24,24,2.9823269844055176
12,18,21,6,21,20,2.5786468982696533
2,4,8,3,9,9,1.0785820484161377
18,27,30,19,20,18,2.4041500091552734
24,15,12,22,19,18,2.3319649696350098
16,17,4,29,24,17,2.9189629554748535
17,1,14,26,34,30,4.278630018234253
16,11,20,8,7,7,0.8475069999694824
20,26,14,23,9,9,1.111288070678711
12,28,27,2,43,38,5.300360918045044
29,13,29,0,19,16,2.2616162300109863
4,25,23,5,39,34,4.821497917175293
14,0,10,6,10,9,1.1456141471862793
30,4,5,3,36,24,4.339115619659424
27,0,9,22,42,39,5.249903917312622
5,6,21,27,39,36,4.859830141067505
2,9,18,29,36,32,4.3905110359191895
3,12,13,24,22,22,2.677711009979248
24,5,20,7,6,6,0.7164850234985352
13,21,18,23,7,7,0.8431010246276855
29,21,9,12,33,32,3.9952900409698486
27,17,2,4,42,35,5.084278106689453
10,28,20,21,17,15,2.0095889568328857
11,13,9,12,3,3,0.3590888977050781
7,19,12,21,7,7,0.8384170532226562
0,17,31,4,48,37,6.005728006362915
5,10,19,30,36,31,4.609400987625122
29,26,17,31,19,16,2.3772709369659424
22,23,3,28,30,21,4.290771961212158
3,10,30,8,35,31,4.549576044082642
0,17,6,19,12,12,1.4641849994659424
14,24,2,1,35,24,4.465200185775757
20,17,0,19,26,23,3.189889669418335
6,8,5,16,11,10,1.325575828552246
28,6,27,26,25,21,2.995384931564331
2,26,31,13,46,39,5.80000901222229
1,30,15,30,16,14,1.881239891052246
13,23,16,14,18,16,2.274677038192749
7,24,25,17,27,24,3.341642379760742
4,12,0,7,9,5,1.0654020309448242
24,25,1,25,35,24,5.279410123825073
20,29,1,13,37,31,4.659167289733887
23,10,11,19,21,21,2.5971121788024902
8,9,23,26,36,32,4.503174781799316
23,17,22,5,13,13,1.5908491611480713
2,11,1,31,33,21,8.28302788734436
23,24,0,13,34,29,4.505525827407837
28,20,29,31,22,12,2.870306968688965
12,25,19,10,26,24,3.4192850589752197
4,17,3,23,25,13,4.829277992248535
21,19,29,26,15,9,1.8603129386901855
3,1,10,24,32,29,4.127380847930908
27,11,9,15,26,26,3.4271488189697266
17,0,20,11,14,14,1.6990470886230469
22,23,29,18,12,11,1.510025978088379
24,14,11,20,23,21,3.0097849369049072
10,18,21,12,17,17,2.1874287128448486
12,1,11,7,7,7,0.8704690933227539
24,3,2,23,46,39,6.103145360946655
24,9,17,16,14,14,1.7638206481933594
12,13,21,31,27,21,3.390251874923706
31,4,2,1,36,29,4.538954973220825
14,31,20,27,10,10,1.2627949714660645
25,7,3,16,31,30,4.0262908935546875
16,19,20,22,9,9,1.0988352298736572
27,20,21,10,18,17,2.2222070693969727
9,11,15,8,9,9,1.0981879234313965
4,9,15,4,16,15,1.9670419692993164
12,26,8,24,16,12,2.2404749393463135
25,11,14,8,14,14,1.7691600322723389
21,0,18,0,5,5,0.5841860771179199
8,30,30,21,35,31,4.303471803665161
6,5,10,28,43,27,5.4059531688690186
1,6,21,9,27,26,3.3080711364746094
0,17,29,6,46,39,5.815562963485718
25,15,5,28,33,28,4.097669839859009
20,30,14,16,24,22,3.011704683303833
27,26,31,11,29,20,4.3856072425842285
15,17,2,16,14,13,1.7106387615203857
2,0,30,13,49,39,5.98376989364624
5,6,25,11,27,25,3.1979153156280518
11,29,13,12,21,20,2.4467902183532715
21,23,0,4,40,30,4.912686109542847
30,13,13,22,28,28,3.3539559841156006
1,15,29,25,40,36,4.77514386177063
28,18,25,8,15,15,1.741096019744873
28,27,9,5,45,41,57.548985958099365
12,7,19,9,15,15,2.148690938949585
10,29,8,8,31,30,11.934899091720581
14,14,3,10,17,13,2.1115920543670654
1,2,1,8,6,6,0.7267501354217529
28,8,24,18,16,16,1.9480681419372559
25,16,27,12,6,6,0.7343358993530273
12,5,28,22,35,31,4.349430799484253
31,2,0,19,52,48,6.462847948074341
16,1,13,31,41,36,5.401080846786499
5,9,4,16,8,7,0.9769258499145508
8,18,13,23,10,10,1.2834720611572266
16,5,17,12,10,10,1.2670629024505615
10,26,8,5,33,30,4.227640867233276
19,9,4,19,25,25,3.2916419506073
5,26,27,13,39,34,4.885355234146118
23,5,12,11,19,19,2.331289052963257
11,28,24,15,26,24,3.3159358501434326
4,9,26,10,27,24,4.0027689933776855
24,7,12,11,18,18,3.011910915374756
18,9,18,15,8,8,1.4752562046051025
22,26,31,6,39,25,8.059997797012329
1,13,21,14,25,23,3.707411050796509
13,4,16,6,5,5,0.6403839588165283
19,12,30,12,13,12,1.6699409484863281
22,31,5,30,20,18,2.421872138977051
20,28,2,1,47,35,6.180404901504517
22,10,23,12,3,3,0.37135982513427734
28,8,6,26,40,38,4.937914133071899
17,0,17,3,3,3,0.33946800231933594
9,27,7,12,29,27,3.67726993560791
19,27,6,14,28,26,3.42673921585083
25,22,1,6,48,38,6.151524066925049
9,29,7,3,40,36,5.157729864120483
15,9,9,13,10,10,1.2169477939605713
13,19,0,17,17,15,2.035799026489258
29,3,11,21,36,35,4.43147087097168
9,28,15,17,25,22,3.136965751647949
18,23,10,3,30,28,3.6747429370880127
28,2,16,24,40,37,5.1467978954315186
3,13,29,7,38,32,4.784122943878174
31,18,19,18,14,13,1.694856882095337
29,27,22,8,32,30,3.9062769412994385
8,6,16,18,22,22,2.6896328926086426
29,21,10,16,24,24,2.9468863010406494
0,26,5,19,12,7,1.3779759407043457
30,1,31,18,24,17,2.868528127670288
5,21,24,25,29,28,3.9309451580047607
16,30,25,20,19,18,2.6172561645507812
19,4,16,14,17,16,2.0850319862365723
10,31,9,0,40,34,5.3143229484558105
1,31,29,8,53,47,6.835682153701782
12,25,25,18,20,19,2.478693962097168
5,10,10,26,31,26,4.101834058761597
14,23,4,29,18,15,2.260010004043579
25,1,17,13,20,19,2.4590516090393066
9,19,25,23,20,19,2.4800479412078857
20,24,3,22,23,22,2.8603339195251465
10,26,1,25,18,9,2.6173901557922363
28,2,11,29,46,44,5.945962905883789
30,27,7,17,37,36,4.658378839492798
24,25,26,30,7,5,0.8250212669372559
9,0,14,15,20,18,2.414700746536255
28,26,0,28,38,24,5.306259870529175
13,28,2,22,25,22,3.130260944366455
12,18,1,10,19,16,2.331456184387207
13,22,11,14,10,10,1.2303102016448975
23,23,26,14,14,14,1.6975350379943848
0,13,18,28,33,30,4.147474050521851
27,17,5,7,38,33,4.864061117172241
1,1,24,24,46,42,5.8710057735443115
22,6,6,7,23,20,2.887503147125244
12,28,10,5,31,31,3.9414288997650146
3,12,5,25,19,18,2.391404151916504
16,11,20,15,8,8,0.9653410911560059
15,13,22,9,13,13,1.5964231491088867
25,16,21,9,11,11,1.3144848346710205
26,14,15,9,18,18,2.2277779579162598
27,31,30,21,19,17,2.664206027984619
15,0,18,10,15,15,1.8293941020965576
29,31,29,20,17,17,2.3399498462677
19,6,20,11,6,6,0.7299950122833252
7,9,9,11,4,4,0.48657894134521484
7,18,25,1,37,26,4.603755950927734
24,7,24,15,12,11,1.4698219299316406
15,29,31,17,38,25,5.236927032470703
8,30,1,9,38,31,5.241225957870483
13,3,10,30,44,28,5.550198793411255
18,1,29,17,27,23,3.355762243270874
2,6,19,20,33,33,4.12456202507019
17,13,11,12,11,11,1.3632280826568604
15,8,24,7,10,10,1.2113900184631348
30,12,25,21,14,14,1.6721010208129883
4,11,15,5,19,17,2.3039560317993164
25,12,4,17,28,28,3.503714084625244
29,5,21,10,13,11,1.5623161792755127
22,29,7,27,29,21,5.811856985092163
27,18,2,24,37,33,4.68864893913269
1,9,1,0,9,4,1.0609028339385986
12,29,4,1,42,33,5.39579701423645
1,31,11,15,26,24,3.1056270599365234
0,12,30,9,39,33,4.853967905044556
4,3,14,4,13,13,1.5586128234863281
9,23,10,22,2,2,0.25210022926330566
22,14,9,13,18,18,2.2193961143493652
23,15,24,7,13,11,1.580138921737671
28,21,29,17,5,4,0.5763697624206543
6,13,9,22,12,12,1.4589848518371582
9,5,13,30,31,28,3.867617130279541
19,0,14,22,33,31,4.162371873855591
0,13,30,3,46,33,5.760601043701172
8,31,9,11,29,29,3.9023332595825195
6,22,9,8,19,18,2.403752088546753
7,18,2,30,17,11,2.0310890674591064
26,25,16,11,26,24,3.2115421295166016
15,22,6,31,20,12,2.437697172164917
16,15,23,13,11,11,1.3469760417938232
10,29,29,19,31,29,3.839998960494995
11,7,26,8,22,22,2.7643027305603027
3,15,10,8,14,13,1.7093639373779297
19,10,29,22,22,19,2.719960927963257
3,1,1,11,12,9,1.41703200340271
1,21,11,31,22,15,2.63928484916687
27,20,20,9,18,17,2.1845922470092773
30,10,11,12,29,28,3.584188222885132
23,26,27,8,24,23,2.9200589656829834
5,19,5,13,10,10,1.2362499237060547
0,6,3,28,35,26,6.274417877197266
7,31,2,15,31,25,4.274264097213745
13,24,13,3,25,24,3.15857195854187
19,0,26,26,37,30,4.621862888336182
20,27,19,8,20,20,2.5203330516815186
18,12,14,14,6,6,0.7535769939422607
28,24,1,0,53,41,6.8251588344573975
14,13,31,2,32,16,3.9994919300079346
16,15,13,1,21,19,4.0096189975738525
28,18,28,0,22,15,2.6730611324310303
17,21,16,7,25,21,3.20440411567688
13,31,10,28,6,5,0.7284369468688965
16,3,9,3,9,8,1.0816130638122559
5,3,3,24,31,25,5.706512928009033
2,14,16,25,25,24,3.094788074493408
11,11,9,10,3,3,0.36791491508483887
21,30,24,15,22,20,2.7328481674194336
20,24,11,29,16,15,1.9167120456695557
5,20,28,27,44,32,5.582804203033447
30,15,0,16,33,32,4.130721092224121
30,15,6,27,48,39,6.556436061859131
20,29,24,28,5,5,0.5933489799499512
13,25,20,14,18,17,2.2812469005584717
8,17,22,31,28,23,3.4788260459899902
3,24,14,0,39,33,5.161113023757935
29,30,9,15,35,32,4.389214038848877
16,18,1,29,26,16,3.1893727779388428
1,5,10,19,23,23,2.8208999633789062
8,13,30,7,28,25,3.4929957389831543
20,9,1,22,34,32,4.22475790977478
1,22,3,9,31,23,4.2063610553741455
13,31,3,1,48,34,6.18781590461731
11,2,3,5,11,9,1.3703398704528809
5,15,10,22,12,12,1.4597060680389404
16,26,2,11,31,27,3.823659896850586
7,22,1,2,40,26,5.360513210296631
18,23,16,21,4,4,0.5187718868255615
7,6,8,23,24,23,2.96002197265625
19,12,10,15,12,12,1.4665889739990234
5,1,25,7,34,30,4.363106727600098
29,29,24,31,17,13,2.578253984451294
28,18,7,3,36,33,4.531540870666504
14,2,17,26,35,31,4.6945648193359375
28,12,9,9,26,25,3.1099603176116943
27,12,14,27,32,28,3.7602059841156006
20,21,21,15,7,7,0.7917978763580322
29,0,9,12,34,31,4.015594005584717
9,17,11,22,7,7,0.7969050407409668
27,15,2,16,28,27,3.3030998706817627
1,8,21,15,29,28,3.493171215057373
22,5,3,5,21,19,2.415158987045288
15,24,3,12,24,21,2.8284928798675537
17,26,26,24,13,12,1.4859490394592285
25,28,10,19,24,22,2.7586569786071777
20,13,23,7,9,8,1.033738136291504
17,12,9,17,15,15,1.7295410633087158
4,28,11,1,34,30,8.849038124084473
24,23,0,11,36,31,13.177305936813354
31,27,29,20,15,15,1.848494052886963
1,28,9,12,24,22,2.7139687538146973
28,21,31,13,13,9,1.430191993713379
15,9,27,14,17,16,2.0836148262023926
10,3,29,8,30,26,3.6726999282836914
28,21,27,11,11,11,1.229395866394043
26,7,30,12,9,9,1.0110950469970703
12,20,10,24,6,6,0.693418025970459
18,10,1,8,25,17,3.1021668910980225
15,14,0,2,27,14,3.2401180267333984
28,24,23,16,15,13,1.7193489074707031
22,9,7,0,26,19,3.0039360523223877
10,10,21,15,16,15,1.9137768745422363
0,11,2,5,8,5,0.9186158180236816
20,13,29,5,19,10,2.2989230155944824
13,17,15,31,20,11,2.291086196899414
25,6,7,10,24,23,2.75844407081604
19,12,1,29,35,25,14.56356406211853
16,18,18,17,3,3,3.083266019821167
23,14,15,18,12,12,1.999783992767334
11,13,20,5,17,15,2.5375139713287354
5,20,8,5,20,18,2.3577730655670166
6,24,16,18,16,14,1.862597942352295
13,2,29,31,55,40,7.2118401527404785
19,29,20,25,5,5,0.5964169502258301
30,8,30,26,34,22,4.42797589302063
25,26,28,13,18,17,2.199378252029419
17,23,21,27,8,6,0.9994099140167236
1,16,28,27,42,34,5.673633098602295
15,24,1,25,25,13,4.770025968551636
19,15,25,2,21,16,3.1848111152648926
7,5,15,17,24,23,3.3733408451080322
16,0,26,14,26,22,3.547121286392212
21,10,11,30,32,30,4.40044903755188
1,31,2,28,4,4,0.48912906646728516
26,30,16,5,43,36,5.900435209274292
31,7,23,19,20,19,2.324429750442505
20,17,26,14,9,8,1.1627063751220703
12,24,4,29,15,12,1.8663380146026611
27,7,12,14,24,24,2.8456199169158936
5,25,24,17,29,26,3.557291030883789
31,4,17,15,25,24,3.114531993865967
9,0,4,14,19,17,2.3405299186706543
6,27,28,21,36,32,4.399847030639648
15,14,11,30,22,20,2.7539281845092773
20,17,24,17,4,4,0.4734058380126953
23,26,16,17,22,19,2.699781894683838
31,8,6,17,36,35,4.468260765075684
29,19,20,27,19,16,2.312532901763916
28,15,21,9,13,13,1.5856881141662598
13,26,23,10,26,24,3.246462821960449
7,16,18,3,24,21,3.1518301963806152
31,16,6,25,48,38,7.323464870452881
7,12,18,3,22,18,2.793087959289551
20,26,10,23,15,15,1.9500031471252441
26,2,9,0,21,18,2.7000627517700195
15,21,12,31,15,13,1.9292380809783936
21,17,17,2,21,18,2.6563258171081543
24,3,8,30,49,39,6.758691072463989
4,7,8,13,12,12,1.5181570053100586
31,2,1,16,44,42,6.021687746047974
7,7,21,23,32,30,4.129672050476074
23,13,11,7,24,20,3.184351921081543
1,28,19,23,27,26,3.483098030090332
25,1,12,7,27,23,3.589719772338867
1,10,21,19,31,31,4.1879048347473145
12,13,12,22,11,11,1.4340050220489502
13,22,7,16,12,12,1.5542628765106201
12,31,18,11,32,27,4.588081121444702
17,27,10,8,28,27,3.72383713722229
12,12,14,25,15,14,1.9607930183410645
18,29,28,12,29,26,3.7670321464538574
7,24,17,0,38,29,5.091327905654907
7,19,29,17,28,26,3.7392637729644775
2,15,6,17,6,6,0.7634379863739014
12,1,17,2,8,8,1.0789101123809814
4,20,3,5,24,19,3.153221845626831
12,12,9,17,8,8,1.0202922821044922
8,31,16,25,14,13,1.755629062652588
26,29,11,9,35,33,4.56772518157959
16,12,18,10,4,4,0.5189158916473389
19,5,21,1,6,4,0.8607420921325684
13,20,8,29,22,11,3.0985939502716064
1,5,10,29,43,29,5.941015958786011
12,10,9,21,16,15,2.219865083694458
3,31,27,9,46,43,6.249830961227417
1,6,23,10,28,26,3.8701229095458984
21,1,14,24,36,34,5.006278991699219
26,16,6,7,35,30,5.081543922424316
15,29,23,13,30,27,4.401180028915405
27,16,14,10,21,21,2.8216769695281982
18,15,11,12,14,14,1.9622669219970703
26,5,27,16,12,12,1.7008297443389893
5,1,23,11,30,27,4.104026794433594
5,13,28,2,38,31,5.574136972427368
24,6,2,11,31,29,4.150614023208618
11,21,0,28,18,9,2.316275119781494
23,12,2,0,35,24,4.616228103637695
9,10,21,23,27,25,3.727670907974243
11,10,1,10,12,8,1.659675121307373
5,6,23,2,26,23,3.3494558334350586
17,16,10,16,7,7,0.8885161876678467
22,1,1,3,29,20,3.731318950653076
22,5,11,5,13,13,1.6444392204284668
30,14,4,6,40,31,5.505068778991699
23,1,2,10,32,26,4.446506977081299
13,30,5,24,20,19,3.407553195953369
9,16,11,20,6,6,0.7331202030181885
27,24,3,28,36,25,5.690781831741333
25,20,2,18,51,33,14.738786935806274
31,26,11,21,27,25,3.8609120845794678
9,27,23,9,32,31,4.52916693687439
9,10,9,21,13,13,1.7084848880767822
2,21,24,2,43,38,5.922588109970093
20,13,10,29,38,25,5.247895240783691
18,1,0,8,27,19,3.575329065322876
24,3,1,2,34,22,4.514441013336182
4,1,22,0,23,21,2.9811370372772217
22,17,11,31,29,22,4.024896144866943
5,19,0,16,26,13,3.9319980144500732
2,11,28,7,38,32,5.402961015701294
23,22,28,19,10,10,1.369387149810791
25,5,21,0,9,9,1.1796250343322754
28,9,25,18,14,13,1.7517011165618896
26,28,20,28,6,6,0.8564999103546143
1,30,20,30,21,19,2.845841884613037
5,3,4,25,31,26,4.590063810348511
3,25,29,30,39,26,5.325413227081299
8,30,5,16,21,19,2.727896213531494
3,21,10,13,15,14,2.017469882965088
27,26,4,20,33,31,4.616858243942261
14,30,13,17,16,16,2.1492209434509277
10,8,4,14,12,11,1.6718029975891113
0,13,2,5,10,6,1.2276978492736816
6,4,19,2,23,17,3.0754940509796143
11,22,20,22,13,13,1.771070957183838
28,31,5,27,35,27,5.3006463050842285
