xs1,ys1,xg1,yg1,distance,replanning count,time
16,31,24,23,16,15,1.8162918090820312
5,30,0,13,38,25,4.781430006027222
11,14,4,25,18,16,2.0433123111724854
30,22,10,28,32,25,3.6744818687438965
5,9,6,1,11,7,1.2327780723571777
2,5,3,4,2,2,0.23729205131530762
12,28,4,17,23,22,2.7274110317230225
27,16,0,12,37,33,4.331979990005493
22,19,29,8,18,17,2.0639069080352783
7,1,3,26,37,32,6.0096330642700195
11,31,9,6,33,32,4.001400709152222
7,1,9,28,45,31,7.428398132324219
19,29,10,0,40,34,4.7203898429870605
11,4,4,5,8,7,0.8892290592193604
6,22,23,24,25,23,2.8945629596710205
22,18,12,18,10,10,1.1938319206237793
27,24,6,22,25,25,2.9221549034118652
9,22,15,0,36,31,4.291306018829346
22,17,8,13,18,18,2.1070468425750732
10,16,14,27,15,14,1.721998929977417
31,28,30,27,2,2,0.2544281482696533
12,11,30,28,35,25,4.110494136810303
17,1,31,2,17,10,1.8838069438934326
16,15,9,3,21,17,2.430042028427124
18,18,6,27,21,19,2.452410936355591
20,17,4,28,27,23,3.205172061920166
8,6,12,16,14,14,1.6016602516174316
20,23,6,11,26,25,3.0498461723327637
17,17,0,9,25,22,2.9034101963043213
7,1,21,16,31,27,3.6153452396392822
15,30,13,23,11,11,1.2348320484161377
4,5,11,6,8,8,0.9036099910736084
4,3,18,30,47,40,5.82393217086792
27,5,1,2,37,26,4.230374097824097
3,13,30,28,44,37,5.229712009429932
18,11,30,7,16,14,1.9117441177368164
4,0,9,27,48,33,29.32560706138611
12,13,11,7,7,6,0.8134968280792236
30,22,17,24,17,15,1.9896788597106934
3,14,13,23,19,18,2.215362071990967
20,12,6,24,28,26,3.3237979412078857
18,17,3,18,24,21,2.8374428749084473
31,0,9,9,35,32,4.172698736190796
13,28,25,23,17,16,1.9801511764526367
26,5,31,2,8,2,0.9283668994903564
17,28,26,20,21,20,2.4580612182617188
1,10,22,6,31,28,3.6380679607391357
9,11,2,7,11,7,1.2725679874420166
3,4,14,16,23,23,2.6826491355895996
6,1,21,2,20,16,2.3146517276763916
24,25,25,9,21,20,2.4665141105651855
15,23,8,8,24,23,2.975849151611328
17,27,20,15,15,15,1.77211594581604
26,7,15,8,14,13,1.6333718299865723
13,22,24,7,30,27,3.678469181060791
11,16,22,23,18,18,2.1762356758117676
21,9,2,7,27,23,3.348268985748291
4,11,25,28,38,35,4.569413900375366
21,10,29,25,35,22,4.277504920959473
9,0,9,8,10,10,1.1630280017852783
8,3,1,25,37,28,7.639963150024414
2,5,7,15,15,15,1.699822187423706
6,17,16,6,25,20,2.96040678024292
0,30,16,0,52,43,6.4172279834747314
20,19,23,7,17,16,2.0791590213775635
31,1,26,23,31,27,3.6620538234710693
16,30,8,28,10,8,1.1848952770233154
9,13,1,5,16,10,1.9533541202545166
26,0,10,18,34,32,4.182740926742554
0,17,0,30,29,19,3.840898036956787
5,21,16,31,23,17,2.6965527534484863
12,14,11,17,4,4,0.5229592323303223
21,28,9,6,36,33,4.375737905502319
23,16,13,12,20,20,2.3622097969055176
6,24,24,31,27,20,3.176079034805298
24,23,12,5,32,30,3.9231348037719727
21,14,3,1,35,25,4.162542819976807
28,1,0,4,37,28,4.399281024932861
31,11,21,9,14,14,1.639472246170044
8,24,26,19,27,26,3.2648561000823975
5,1,20,30,44,44,5.425682783126831
12,25,9,9,21,21,2.5672950744628906
6,27,5,30,4,2,0.4440577030181885
30,27,27,10,24,22,2.8882687091827393
25,21,19,10,19,19,2.3035037517547607
20,26,17,9,28,27,3.398911952972412
9,9,17,28,33,28,4.275371789932251
4,2,23,1,24,21,2.7978272438049316
31,18,24,27,18,18,2.1205577850341797
9,19,18,24,14,13,1.6764039993286133
31,26,14,16,27,25,3.30674409866333
5,5,12,16,18,18,2.123661994934082
5,23,20,21,23,21,2.8051908016204834
0,12,0,7,5,4,0.5814449787139893
1,9,16,18,24,23,2.9486300945281982
17,21,11,20,9,9,1.09226393699646
10,20,23,11,22,21,2.6600728034973145
7,16,9,21,7,7,0.8314809799194336
8,14,22,5,25,22,2.9958457946777344
16,23,30,31,26,14,3.193011999130249
4,16,24,3,37,28,4.516526222229004
27,24,4,7,40,33,4.975590944290161
28,26,12,31,23,17,2.6936419010162354
25,2,23,24,28,27,3.4038150310516357
10,4,18,20,28,24,3.508833169937134
3,8,20,7,26,21,3.191210985183716
13,28,28,0,45,35,5.601824998855591
28,13,10,6,33,27,4.042733907699585
2,27,23,22,32,29,3.8303048610687256
27,2,3,17,39,36,4.819723129272461
27,5,20,5,7,7,0.8303570747375488
16,25,6,24,15,14,1.876155138015747
30,22,28,13,13,13,1.5120511054992676
24,31,24,15,24,21,2.954714059829712
21,25,30,26,10,7,1.2061519622802734
23,4,2,26,43,36,5.454025030136108
26,25,0,6,47,35,6.2672131061553955
10,26,14,15,17,17,2.080101728439331
15,18,5,20,14,14,1.6622240543365479
25,6,24,17,14,13,1.6433610916137695
21,23,6,1,41,33,5.041786193847656
16,24,25,15,18,18,2.175356149673462
25,20,10,6,37,34,4.5264129638671875
20,1,12,9,18,17,2.119694948196411
10,24,24,3,39,34,4.851500034332275
11,13,7,0,17,12,2.04378604888916
11,4,1,28,50,33,9.163998126983643
1,16,23,10,30,28,3.6429009437561035
2,28,23,26,33,33,4.056725978851318
7,1,3,11,14,13,1.6175951957702637
15,11,21,30,29,26,3.5578908920288086
18,30,18,17,19,18,2.2583601474761963
8,4,21,7,18,15,2.1781880855560303
25,2,14,20,31,28,3.776020050048828
18,10,21,17,10,9,1.207468032836914
26,11,17,7,13,10,1.5627169609069824
28,12,24,5,11,11,1.299288272857666
17,26,3,23,23,18,2.8058900833129883
3,17,29,16,31,30,3.704207181930542
29,8,21,31,33,26,4.0385119915008545
23,7,24,2,6,4,0.723844051361084
9,0,5,29,39,35,4.949621915817261
11,28,11,1,31,28,3.813994884490967
31,27,16,6,38,36,4.6923441886901855
3,30,27,21,41,38,5.160439968109131
3,4,29,4,34,27,4.118001937866211
2,28,12,21,17,17,2.0488340854644775
3,26,12,16,19,17,2.2752439975738525
20,20,25,26,11,10,1.4280171394348145
17,28,19,31,5,3,0.6242220401763916
15,23,27,16,19,19,2.492514133453369
3,22,28,15,36,32,4.853062868118286
12,7,2,31,50,31,7.544231176376343
22,26,23,19,10,10,1.2101340293884277
0,15,1,31,29,19,4.081725835800171
2,25,22,19,28,25,3.4149670600891113
24,5,11,25,37,34,4.704661846160889
27,4,9,15,29,27,3.6185758113861084
31,3,22,9,15,15,1.7802951335906982
23,9,14,15,15,15,1.8361289501190186
2,18,21,24,29,26,3.5199451446533203
17,26,2,4,37,29,4.526427745819092
0,12,2,6,8,6,0.9225349426269531
20,29,27,18,20,18,2.3194239139556885
29,3,29,4,1,1,0.12036991119384766
27,7,17,4,13,9,1.5841970443725586
6,26,5,6,27,25,3.3597779273986816
0,12,27,12,37,33,4.635921955108643
24,0,24,18,24,22,2.911317825317383
29,20,30,13,8,8,0.923677921295166
0,12,16,16,20,19,2.354384183883667
11,8,24,7,20,18,2.415030002593994
5,20,5,30,10,8,1.204253911972046
17,9,12,9,9,9,1.1023261547088623
22,4,5,24,37,34,4.647557020187378
14,10,8,4,12,10,1.448368787765503
6,5,26,9,28,26,3.4016456604003906
11,10,11,27,21,19,2.6664109230041504
11,17,14,0,24,20,2.9897279739379883
3,1,22,6,30,27,3.520214080810547
20,23,21,29,9,8,1.041250228881836
7,30,1,20,18,12,2.0127298831939697
7,1,26,8,34,31,4.036348819732666
21,10,5,1,27,20,3.1252381801605225
12,7,25,28,36,31,4.402040004730225
16,19,12,13,10,10,1.181668996810913
17,23,0,22,22,19,2.5694549083709717
22,22,9,13,22,21,2.6470329761505127
0,1,29,17,49,46,6.045719861984253
24,11,9,10,18,18,2.176821231842041
31,29,25,2,39,35,4.694438219070435
14,16,8,0,26,18,3.069959878921509
18,10,17,24,21,19,2.6795880794525146
28,29,27,20,12,12,1.3810298442840576
8,0,25,6,27,25,3.274665117263794
8,17,28,28,33,27,4.011756181716919
14,4,22,8,12,11,1.4097950458526611
4,30,26,2,50,44,6.257601976394653
1,22,13,14,20,18,2.371259927749634
21,2,29,13,23,18,2.732154130935669
11,6,30,7,24,20,2.8883180618286133
6,4,16,21,35,32,4.463788032531738
19,10,3,5,23,20,2.6817538738250732
24,24,3,16,29,26,3.4581029415130615
28,8,1,12,37,33,4.516358137130737
26,22,9,16,25,24,3.080298900604248
14,22,18,20,6,6,0.7296552658081055
10,16,29,8,31,28,3.70350980758667
6,26,5,7,26,25,3.1689648628234863
28,28,0,9,47,39,5.756023168563843
4,10,28,17,35,34,4.2356109619140625
31,9,7,7,34,27,4.133656978607178
27,0,26,16,21,20,2.4147489070892334
5,5,19,10,21,20,2.511470079421997
11,3,3,17,22,16,2.654416799545288
20,6,25,29,32,28,3.872004985809326
2,0,29,4,39,30,4.579221963882446
8,7,18,27,36,30,4.435803174972534
2,0,4,28,38,31,4.758285045623779
8,10,11,0,13,12,1.4937028884887695
14,2,4,29,43,36,5.255118131637573
15,9,5,28,29,25,3.478410005569458
7,12,20,8,23,22,2.754750967025757
11,27,31,26,23,18,2.7166850566864014
21,18,31,18,12,11,1.437514066696167
30,15,0,25,52,41,7.133362770080566
17,28,4,8,33,30,3.9392802715301514
13,21,23,12,19,18,2.2872703075408936
4,9,27,9,27,26,3.2153260707855225
20,11,10,12,15,15,1.7978711128234863
23,31,2,11,43,39,5.233057022094727
30,30,16,16,34,30,4.12585711479187
6,14,31,6,41,34,4.913236856460571
31,0,5,29,55,49,6.7736430168151855
25,27,0,5,47,38,5.782793045043945
2,26,23,20,31,28,3.785148859024048
23,30,25,9,29,27,3.469931125640869
9,17,18,26,18,17,2.1105170249938965
14,8,29,21,28,25,3.3552751541137695
16,17,0,25,24,19,2.849303722381592
13,23,22,1,37,30,4.557599782943726
31,6,5,6,36,29,4.352221250534058
19,31,26,20,20,17,2.30263614654541
7,3,26,6,26,23,3.153671979904175
5,5,26,5,23,22,2.7947700023651123
7,17,19,3,26,21,3.1342978477478027
6,25,6,12,17,17,2.0174601078033447
2,27,20,8,39,34,4.655220985412598
16,21,3,28,24,16,3.215276002883911
15,10,18,26,25,21,3.055082082748413
9,21,31,22,25,22,2.9271838665008545
27,2,22,6,9,9,0.9972269535064697
30,17,0,8,45,34,5.328929901123047
12,14,22,19,15,14,1.7754907608032227
26,5,6,27,44,39,5.296141862869263
18,0,10,8,20,18,2.322371006011963
30,12,13,18,23,23,2.667363166809082
11,0,18,17,26,23,3.1262762546539307
19,30,27,14,26,22,2.9804611206054688
4,29,27,14,38,34,4.601567029953003
11,11,3,14,11,10,1.29781174659729
11,9,12,3,9,7,1.0363211631774902
12,27,29,19,27,27,3.3031461238861084
4,21,9,5,23,20,2.7152328491210938
31,15,15,29,32,28,3.7697911262512207
25,16,20,12,9,9,1.055582046508789
22,31,15,9,43,37,5.515821933746338
21,20,21,6,16,16,1.9282491207122803
20,26,30,9,29,24,3.481024980545044
28,21,0,6,51,41,6.172969341278076
5,10,17,28,32,30,3.7926487922668457
14,13,3,5,23,16,2.6923489570617676
10,26,27,13,32,31,3.839962959289551
23,20,11,14,18,16,2.1657660007476807
28,26,30,1,41,27,5.627879858016968
16,16,5,23,20,20,2.5369627475738525
30,8,9,28,45,36,5.532474040985107
5,3,18,29,45,38,5.89920711517334
9,22,2,3,26,18,3.0500290393829346
1,27,6,6,30,26,3.468613862991333
26,23,11,25,21,20,2.4125540256500244
0,26,12,3,37,26,4.29442286491394
3,1,6,0,4,3,0.4321918487548828
1,19,24,0,46,35,5.453964710235596
1,12,19,29,35,31,4.198493003845215
1,10,13,25,27,25,3.1475791931152344
11,18,13,18,2,2,0.24483203887939453
19,31,17,9,32,28,3.8223350048065186
23,14,4,20,31,28,3.7111620903015137
7,25,28,31,37,23,4.418278932571411
1,20,31,23,41,35,4.771177291870117
29,22,11,31,27,22,3.056673765182495
15,7,15,14,11,11,1.289067029953003
29,26,8,15,34,32,4.163021802902222
3,16,8,6,15,15,1.7538409233093262
24,17,20,31,18,18,2.1392180919647217
10,8,12,12,6,6,0.7110819816589355
27,13,10,15,23,23,2.7576770782470703
30,17,19,0,28,25,3.316020965576172
29,25,4,6,46,39,5.603935956954956
18,31,19,26,6,6,0.691241979598999
28,27,12,26,19,18,2.236325263977051
10,20,9,12,9,9,1.078955888748169
31,15,23,20,17,15,2.0006232261657715
26,5,11,29,43,38,5.365297079086304
13,12,7,30,30,23,3.547567844390869
8,29,28,13,36,34,4.220911979675293
23,22,15,8,24,21,2.831134080886841
26,29,2,5,48,40,5.845550060272217
7,22,0,9,36,25,4.659353017807007
28,9,3,23,45,38,5.431969165802002
24,0,24,27,37,31,4.478678941726685
19,5,27,31,36,32,4.27583384513855
19,31,0,22,34,29,4.096966028213501
31,22,14,19,30,30,3.53456711769104
19,16,4,5,26,21,3.1260018348693848
0,8,3,1,10,5,1.1392769813537598
8,17,31,11,35,31,4.225383043289185
20,13,10,27,40,25,5.169317007064819
9,17,22,22,20,18,2.4066860675811768
11,7,5,30,37,27,4.541428089141846
7,19,8,7,15,15,1.8034400939941406
31,12,20,26,27,25,3.194093704223633
26,3,24,3,4,3,0.4524059295654297
11,31,6,17,23,23,2.8162288665771484
0,7,20,23,36,34,4.289153099060059
6,12,26,31,43,34,5.372793197631836
2,13,16,11,20,20,2.379274845123291
12,29,16,1,44,38,5.42455792427063
10,28,20,22,18,17,2.153614044189453
8,0,17,15,26,23,3.106398820877075
13,5,24,31,49,38,6.062785863876343
18,27,27,15,23,21,2.7345218658447266
22,18,21,5,16,16,1.8528220653533936
12,15,31,4,30,19,3.5593509674072266
10,17,4,1,24,17,2.8398449420928955
11,22,17,31,17,13,1.9684100151062012
25,28,7,21,27,25,3.115450859069824
16,8,24,19,21,20,2.4176042079925537
2,2,27,2,33,25,3.8117928504943848
14,16,29,30,29,19,3.356412887573242
27,20,11,29,27,24,3.1884567737579346
17,25,2,24,22,17,2.6441237926483154
4,29,31,15,43,38,5.096853017807007
16,19,3,24,22,19,2.691577196121216
10,19,23,4,30,27,3.5763018131256104
16,30,31,30,19,12,2.302929162979126
23,5,13,14,19,18,2.198949098587036
31,3,19,30,43,40,5.101977109909058
0,19,2,24,7,7,0.7617290019989014
29,7,8,0,30,23,3.424407958984375
26,25,22,14,17,16,1.9527816772460938
25,20,6,26,37,29,4.946098804473877
20,31,7,3,47,41,5.618674993515015
26,18,20,1,23,20,2.635957956314087
22,0,24,23,33,29,3.8819520473480225
18,3,4,21,32,28,3.744068145751953
16,3,10,10,13,13,1.4837417602539062
7,31,5,1,38,30,4.4290571212768555
17,21,7,30,19,14,2.169959306716919
13,28,8,14,23,21,2.73478102684021
0,9,17,9,21,20,2.417372226715088
24,27,19,8,28,27,3.322978973388672
24,14,5,22,31,30,3.6800761222839355
14,7,14,19,20,19,2.3624911308288574
9,22,1,15,15,14,1.7080230712890625
16,3,11,10,12,12,1.3781588077545166
31,13,11,21,36,35,4.189377069473267
11,5,9,5,2,2,0.22978806495666504
24,4,15,18,23,22,2.691901922225952
12,29,30,12,35,32,4.0991480350494385
21,2,16,23,36,33,4.360915899276733
14,13,14,18,7,7,0.8585872650146484
23,4,21,27,33,29,3.929537057876587
12,11,18,12,9,9,1.0655879974365234
20,18,23,9,12,11,1.4016928672790527
6,5,3,7,5,5,0.5662491321563721
29,16,6,5,36,33,4.247586011886597
14,14,29,6,25,20,2.902688980102539
13,17,29,4,29,23,3.368492841720581
19,3,11,13,18,17,2.0828707218170166
12,22,16,1,31,26,3.6845040321350098
5,28,2,6,39,28,4.992877006530762
29,31,27,0,41,34,4.8509838581085205
19,26,7,14,24,22,2.7919511795043945
9,6,7,27,29,26,3.4122519493103027
31,29,25,24,11,10,1.2143690586090088
1,21,24,28,40,29,4.6752800941467285
5,19,27,10,35,30,4.094914674758911
12,31,3,23,27,21,3.227499008178711
16,24,2,7,31,26,3.625485897064209
2,23,10,24,13,11,1.474809169769287
13,3,8,0,8,7,0.9082720279693604
6,1,23,30,52,43,6.757419109344482
14,20,11,21,4,4,0.4814751148223877
16,15,3,14,16,16,1.869053840637207
5,20,18,10,25,23,2.904083013534546
13,25,31,13,30,28,3.58512806892395
14,16,7,5,20,19,2.3060710430145264
29,3,26,3,5,5,0.5526671409606934
24,4,30,13,15,12,1.7190361022949219
21,12,21,3,13,10,1.492400884628296
28,8,20,26,26,24,3.5214571952819824
25,12,29,0,18,9,2.2796969413757324
10,19,12,28,13,12,1.608694076538086
4,3,2,26,39,26,8.299721240997314
17,2,7,17,25,22,2.957097053527832
13,12,18,20,17,16,2.0102081298828125
14,10,10,14,8,8,0.9244649410247803
4,30,9,5,34,32,4.001993179321289
3,20,19,29,31,22,3.5089657306671143
29,2,24,13,18,16,2.0421829223632812
26,20,22,8,16,16,1.9197309017181396
9,2,18,10,21,19,2.4891061782836914
20,26,29,4,31,26,3.6446311473846436
8,29,9,9,29,29,3.59232497215271
26,16,22,19,7,7,0.8034729957580566
27,24,11,11,29,26,3.4372007846832275
23,24,3,22,26,25,2.998239278793335
14,3,27,10,22,18,2.513195037841797
22,18,14,1,33,27,4.353017807006836
28,7,18,0,17,13,1.9702210426330566
7,11,28,19,35,35,4.308157920837402
10,0,1,30,51,35,8.27831506729126
8,7,21,18,24,23,2.897226095199585
25,21,29,7,22,16,2.614877939224243
29,8,31,22,22,16,2.4645659923553467
4,1,27,31,53,44,6.634071111679077
30,14,26,31,23,18,2.6757922172546387
31,9,17,20,29,26,3.4406330585479736
4,12,16,26,26,24,3.105337142944336
24,25,0,13,38,33,4.611541986465454
18,26,17,21,8,8,0.9609992504119873
7,21,2,25,9,6,1.0302579402923584
11,4,28,22,39,33,4.775227069854736
27,17,5,1,42,33,5.018895149230957
3,15,28,20,34,33,4.194760322570801
10,18,11,22,5,5,0.5740540027618408
28,15,15,8,22,18,2.6467700004577637
31,3,25,2,7,6,0.7870340347290039
21,12,21,24,16,14,1.9239990711212158
1,5,23,0,29,25,3.3861730098724365
26,29,17,0,48,38,6.350902080535889
31,12,16,19,36,29,5.431577205657959
25,12,5,10,26,23,3.1374940872192383
13,20,31,7,31,26,3.7331290245056152
2,29,25,7,45,42,5.548107862472534
17,9,28,12,16,13,1.8641979694366455
23,11,13,29,30,27,3.5659310817718506
5,27,12,13,21,19,2.4200470447540283
15,13,27,29,28,20,3.2905402183532715
21,17,0,31,35,24,4.085458993911743
20,17,22,18,3,3,0.3574790954589844
12,31,26,11,38,32,4.492507219314575
9,31,10,19,19,19,2.3467860221862793
16,25,16,22,3,3,0.3621399402618408
20,12,14,27,25,22,2.936492919921875
10,19,28,15,24,23,2.9409396648406982
14,18,16,5,19,18,2.259106159210205
28,2,26,7,7,7,0.8022379875183105
22,25,17,8,30,28,3.667598009109497
24,25,17,25,11,10,1.3151628971099854
17,2,5,1,17,16,1.9697458744049072
13,4,28,0,19,13,2.2007858753204346
21,16,11,6,20,18,2.3922970294952393
17,18,29,21,17,16,1.988243818283081
22,1,6,22,39,34,4.713855981826782
10,29,16,6,39,38,4.779638051986694
19,9,20,9,1,1,0.11938095092773438
4,20,24,26,38,34,4.406409978866577
4,16,2,25,25,16,4.1432178020477295
29,28,6,1,52,41,6.447052001953125
2,7,3,15,9,9,1.0681118965148926
31,15,25,27,20,19,2.3271210193634033
22,1,30,30,53,32,6.171927213668823
26,30,15,10,39,36,4.823364734649658
15,11,10,15,11,11,1.2934091091156006
22,7,5,5,21,19,2.4691450595855713
16,4,15,16,17,16,2.0662689208984375
25,5,2,1,31,27,3.5748589038848877
2,4,11,12,21,19,2.497338056564331
22,26,11,2,35,31,4.274433135986328
7,22,6,7,22,21,2.6251978874206543
10,13,28,31,36,26,4.415543079376221
0,25,20,30,27,23,3.1562159061431885
20,2,1,20,39,34,4.737114191055298
2,26,31,0,55,39,6.735177040100098
2,15,31,23,41,35,4.871454954147339
25,21,27,29,10,6,1.149756908416748
5,1,19,30,45,43,5.5158531665802
14,14,31,11,22,19,2.5889952182769775
27,18,27,11,7,7,0.7919661998748779
22,9,1,24,38,32,4.596131086349487
4,17,12,20,11,10,1.2756249904632568
11,18,21,6,22,22,2.649872064590454
8,8,31,10,33,24,3.836047887802124
0,9,24,11,30,29,4.340121030807495
29,0,18,30,49,40,6.64406418800354
5,15,7,11,6,6,0.7741351127624512
28,17,1,26,44,35,6.863548040390015
26,8,31,17,14,10,1.5915319919586182
31,26,19,31,19,13,2.1549220085144043
6,22,24,28,28,26,3.3631181716918945
19,29,16,16,22,21,2.741000175476074
21,17,29,3,22,17,2.5042638778686523
18,16,4,7,23,22,2.67598295211792
24,13,10,16,17,17,1.9909188747406006
27,24,3,0,48,35,5.825690984725952
8,17,8,15,2,2,0.23408794403076172
1,31,9,15,26,26,2.945223093032837
23,14,26,0,19,14,2.133523941040039
16,14,12,16,6,6,0.6904091835021973
1,12,29,2,42,32,4.9645819664001465
15,21,25,17,14,14,1.6013119220733643
14,26,25,6,31,31,3.6206319332122803
12,18,21,30,21,17,2.4136738777160645
2,30,20,11,37,35,4.284502029418945
2,8,14,13,21,19,2.414354085922241
6,25,31,9,43,35,5.046048879623413
11,25,15,5,36,34,4.521653175354004
12,15,29,25,29,22,3.565004825592041
9,17,8,8,12,12,1.3772809505462646
28,2,3,16,39,36,4.646806240081787
3,12,2,9,4,4,0.46125316619873047
30,1,30,0,1,1,0.11019706726074219
29,29,2,23,39,31,4.538081169128418
29,27,23,20,15,15,1.690335988998413
12,27,10,0,35,31,4.117608070373535
26,23,11,3,35,30,4.158353090286255
18,28,5,7,36,32,4.247010707855225
27,13,15,13,16,16,1.84549880027771
22,18,15,0,31,27,3.7544949054718018
3,16,28,7,40,34,4.937568187713623
6,6,29,13,36,32,4.294325113296509
7,5,19,15,22,20,2.5698649883270264
20,16,0,22,30,27,3.4607861042022705
31,22,26,2,27,25,3.1465518474578857
26,20,11,21,24,23,2.7774007320404053
13,29,25,8,33,32,3.8658809661865234
17,25,13,21,8,7,0.9111089706420898
23,6,2,29,44,36,5.223114967346191
23,6,20,25,22,22,2.5246763229370117
10,29,9,28,2,2,0.23472094535827637
9,1,4,17,21,19,2.4272260665893555
7,18,17,21,15,14,1.7543869018554688
5,17,7,27,16,14,1.8741676807403564
12,26,19,2,35,33,4.221754312515259
26,30,18,11,29,26,3.4870047569274902
21,19,16,1,27,22,3.158968210220337
22,31,19,0,40,38,4.877859115600586
29,19,12,3,35,31,4.151459217071533
29,7,4,10,32,28,3.7936017513275146
8,13,5,2,16,11,1.914900302886963
29,30,11,18,30,27,3.5775210857391357
20,26,24,27,7,7,0.8131909370422363
2,30,18,9,37,34,4.448319911956787
20,18,21,21,4,4,0.46417975425720215
28,2,26,17,19,18,2.2495129108428955
1,14,1,2,12,5,1.335446834564209
15,16,13,12,8,7,1.0070898532867432
3,12,26,19,34,33,4.12216591835022
26,20,21,5,22,21,2.649341106414795
9,8,11,14,8,8,0.96744704246521
1,24,24,17,34,28,4.201556921005249
23,31,4,15,39,34,4.754252195358276
11,14,21,14,12,12,1.455096960067749
30,26,12,15,31,29,3.718384027481079
3,7,12,18,20,19,2.3448808193206787
15,21,31,26,23,18,2.6465349197387695
12,20,23,27,20,18,2.3042361736297607
3,7,13,24,27,26,3.1870532035827637
1,1,29,6,41,35,5.007309913635254
7,31,28,4,50,43,6.156887054443359
9,5,5,7,6,5,0.7096602916717529
5,12,29,29,43,34,5.170926094055176
1,19,10,16,16,14,1.8629069328308105
16,3,30,15,26,24,3.0174741744995117
15,4,8,6,9,9,1.0595388412475586
19,27,26,11,25,23,3.105907917022705
31,8,2,5,34,29,4.015344858169556
15,18,8,16,9,9,1.1041381359100342
21,5,27,22,23,21,2.7836570739746094
20,29,21,3,33,30,4.005825996398926
15,13,7,31,32,24,3.8769378662109375
29,17,20,25,19,18,2.226907730102539
18,26,29,12,25,22,3.0064609050750732
24,4,21,2,7,7,0.7927141189575195
23,14,1,8,34,24,4.078325986862183
19,3,22,26,30,27,3.5504310131073
11,16,31,8,30,26,3.6879611015319824
17,20,8,17,16,16,1.9337379932403564
3,21,29,29,42,30,5.038578033447266
4,6,22,0,26,23,3.0674688816070557
26,13,3,7,35,28,4.230615854263306
0,7,2,8,3,3,0.3376200199127197
21,20,22,18,3,3,0.363217830657959
0,26,6,6,30,24,3.5731539726257324
10,15,19,26,20,19,2.336151599884033
28,7,23,18,16,15,1.8712241649627686
25,5,4,10,30,25,3.6173481941223145
12,27,12,2,33,29,3.8943278789520264
4,15,12,22,15,14,1.7736561298370361
17,27,24,3,35,31,4.2237889766693115
2,24,10,4,30,26,3.577489137649536
27,26,25,7,25,23,2.978384017944336
0,12,5,5,12,10,1.3940091133117676
16,23,11,30,12,9,1.441559076309204
7,2,21,30,48,44,5.790446043014526
18,3,17,26,34,30,4.17339301109314
25,1,9,12,29,26,3.492583990097046
4,16,18,27,25,23,2.947627067565918
3,8,12,7,12,10,1.4245429039001465
18,0,20,22,24,24,2.896317958831787
26,2,14,4,16,14,1.866452932357788
17,18,29,6,24,20,2.867546796798706
3,1,18,18,32,32,3.835298776626587
22,31,15,29,9,7,1.0441560745239258
11,31,9,19,18,18,2.227653980255127
16,24,20,25,7,7,0.807567834854126
17,25,2,27,23,15,3.2526731491088867
5,3,29,8,37,35,4.442228317260742
21,17,6,7,25,22,3.059206247329712
11,20,28,13,24,22,2.987361192703247
31,2,30,27,44,28,5.23761773109436
3,5,2,27,37,26,8.090807676315308
9,12,6,25,18,16,2.15579891204834
21,25,13,4,33,32,4.027513027191162
7,14,10,23,14,14,1.671156883239746
5,3,1,3,8,2,0.8875830173492432
27,31,22,31,11,9,1.253218173980713
14,28,20,14,20,19,2.3327221870422363
27,7,3,24,47,40,5.787081956863403
6,26,2,2,42,29,5.230072975158691
14,27,4,0,41,32,4.819927930831909
30,4,27,16,17,16,1.9252963066101074
29,25,19,5,34,31,4.128684043884277
17,11,20,7,7,7,0.8482863903045654
12,18,17,21,10,8,1.1966049671173096
12,13,26,27,28,23,3.3856990337371826
9,3,18,21,31,27,3.69533109664917
7,15,7,21,12,11,1.409471035003662
5,14,15,31,29,23,3.5933549404144287
0,13,17,1,31,28,3.672745943069458
27,4,12,25,40,36,4.8313679695129395
16,0,4,20,38,34,6.583985090255737
8,6,17,25,34,30,4.148038864135742
4,27,11,20,14,14,1.5742979049682617
3,9,11,27,30,26,3.5649962425231934
23,22,5,6,34,28,4.025278806686401
9,2,25,0,22,18,2.4439122676849365
0,31,14,25,26,26,2.918534994125366
13,10,23,7,13,12,1.5461690425872803
25,12,16,21,18,15,2.0839078426361084
2,15,20,13,24,22,2.833998918533325
16,26,0,4,38,28,4.479234933853149
1,3,24,7,35,30,6.618429899215698
11,0,2,27,50,35,9.608543157577515
12,19,28,1,36,26,4.329521894454956
25,16,15,29,27,20,3.2225940227508545
1,3,15,30,43,37,5.245211839675903
17,28,1,21,27,22,3.471506118774414
16,1,8,13,22,20,2.6285908222198486
23,30,26,9,30,25,3.5920491218566895
28,24,22,4,28,27,3.35561203956604
16,15,16,12,5,5,1.0377299785614014
6,16,23,14,21,20,3.3115851879119873
23,2,1,29,51,39,6.075562953948975
25,16,25,1,19,17,2.213252067565918
7,21,25,5,34,31,4.014284133911133
19,10,29,15,15,14,1.6865921020507812
18,11,19,5,7,7,0.8423266410827637
28,9,23,23,21,20,2.4476959705352783
7,18,18,24,17,16,2.0034377574920654
29,27,18,20,18,18,2.0480570793151855
1,7,17,28,37,35,4.374300956726074
30,3,3,14,40,38,4.742663860321045
23,20,22,23,4,4,0.4618821144104004
29,12,22,20,15,15,1.7002649307250977
25,5,0,3,35,22,3.9610795974731445
30,14,2,29,47,40,5.510149002075195
31,10,2,1,42,34,4.913377046585083
7,22,27,9,33,31,3.855480909347534
